base_page_url,parent_page_url,current_page_url,page_hop,parent_page_index,parent_page_toc_item,abs_page_toc_item,index,toc_item,ancestor_toc_item,page_content
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),,https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),0,,,PROFILE,0.,PROFILE,,"퀸Queen,,퀸Queen,,▲ 왼쪽부터 시계방향으로로저 테일러,존 디콘,프레디 머큐리,브라이언 메이(#fn-1; 1980년의 퀸의 모습이다.) ▼ 다른 사진 보기초창기 (1973년)왼쪽부터 브라이언 메이, 존 디콘, 프레디 머큐리, 로저 테일러 전성기 (1975년)왼쪽부터 존 디콘, 프레디 머큐리, 브라이언 메이, 로저 테일러 과도기 (1984년)왼쪽부터"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),,https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),0,,,개요,1.,개요,,"퀸은1970년에 결성되어 현재까지 활동하고 있는영국의록 밴드이다.퀸은비틀즈,롤링 스톤스,레드 제플린처럼 특정 장르에 얽매이지 않고 폭 넓은 사운드를 선보이는 밴드였다. 초반에는레드 제플린과데이비드 보위의 영향을 받은 음악과 무대 의상 때문에하드 록과메탈 음악, 그리고글램 록으로 분류되었지만(#fn-8; 이 중에서 글램 록은 2, 3집 한정이지만, 하드 록은"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),,https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),0,,,약력,2.,약력,,"브라이언 메이가 임페리얼 칼리지 런던 시절 만든 밴드인 ‘스마일’이 모체이며, 이후 드럼을 치던 치의대 출신 로저 테일러가 가입하고, 뒤이어 보컬인 프레디 머큐리가, 그리고 마지막으로 킹스 칼리지 런던에 다니던 존 디콘이 베이시스트로 합류하여 1971년 밴드 라인업이 완성되었다. 약 2년 간 밴드는 학업과 음악 활동을 병행하다가 1973년 1집 Queen을"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),,https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),0,,,상징,3.,상징,,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),,https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),0,,,상징/밴드명,3.1.,밴드명,상징,"퀸은 원래 ‘퀸’이라는 이름이 아닌, ‘스마일’이라는 이름이었다. 밴드 초기, 보컬 자리가 비어 난항에 빠진 스마일은 새로운 보컬을 뽑기 위해 오디션을 실시했다. 당시 프레디 머큐리는 로저 테일러와 같은 아파트에 살고 있었는데 스마일이 보컬 오디션을 한다는 소식을 듣자 처음부터 스마일과 가까운 관계였던 자신에게 먼저 얘기해 주지 않은 것을 매우 섭섭해 했다"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),,https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),0,,,상징/로고,3.2.,로고,상징," 인상적인 로고로 유명한데, 이 로고는 프레디 머큐리가 직접 디자인했다.(#fn-13; 프레디 머큐리는 미대 출신이다. 이후 A Night at the Opera와 Hot Space 앨범 커버도 본인이 직접 디자인했다.)커버에 있는 그림은 멤버들의 별자리를 나타낸 그림이다. 각각 프레디 머큐리는처녀자리, 브라이언 메이는게자리, 로저 테일러와 존 디콘은사자자"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),,https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),0,,,멤버,4.,멤버,,"밴드 자체의 낮은 평가와는 별개로 멤버들의 역량은 매우 뛰어났다. 비록 인간 흉기들의 모임인 크림, 더 후, 레드 제플린 정도까진 아니어도, 평론가들에게 역량 갖다가 까이는 경우는 거의 없을 정도로 기본기가 튼튼했다. 이 중에서도 프레디 머큐리와 브라이언 메이는 각 분야의 최고 실력자들 중 한 명으로 꼽힌다. 프레디 머큐리는로버트 플랜트,로저 달트리,이안 "
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),,https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),0,,,멤버/전 멤버 및 세션 멤버,4.1.,전 멤버 및 세션 멤버,멤버,"   퀸의 이전 멤버,,팀 스타펠Tim Staffell(#fn-28; 다만 팀 스타펠은 퀸의 정식 멤버는 아니고 그의 전신 밴드인 스마일의 멤버였다.)생몰,1948년 2월 24일 (76세),출신지, 영국 잉글랜드 런던 아일워스,활동,1968년 - 1970년,포지션,보컬, 베이스 기타,(#fn-29; 오른쪽의 인물, 왼쪽은 로저 테일러이다.)마이크 그로즈 M"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//개요,1.,개요,,영국의 록밴드 퀸의 역사를 서술한 문서이다.
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사,2.,역사,,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/1968-1970: 스마일 시절,2.1.,1968-1970: 스마일 시절,역사,"1968년,임페리얼 칼리지 런던(Imperial College London)의 학생이었던 기타리스트브라이언 메이와 베이시스트(#fn-1; 사실 그는 그냥 보컬이었으나 드러머와 기타리스트, 보컬밖에 없던 터라 어쩔 수 없이 베이스를 잡게 되었다고 한다. 그래서인지 이후에는 베이스를 잡지 않고, 보컬과 기타를 겸업한다.)팀 스태플(Tim Staffel)(#fn"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/1971-1974: 초기,2.2.,1971-1974: 초기,역사," ,1974년,Top of the Pops출연 당시(#fn-15; 부르는 시늉을 하고 있는 곡은 'Killer Queen'(킬러 퀸). 참고로 퀸 멤버들은 Top of the Pops에 대해 '앨범 판매에 도움이 많이 되었기 때문에 꾸준히 출연하기는 했지만, 누구도 실제로 연주를 하지는 않았기 때문에 좋아하지 않았다'고 언급한 바 있다. Smells Lik"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/1971-1974: 초기/Queen,2.2.1.,Queen,역사/1971-1974: 초기,"4인조로 클럽과 대학 공연을 다니다가 위에서도 언급했던 트라이던트와 계약을 맺은 퀸은 한참 뒤 1973년 1집Queen을 발매하게 되었다. 앨범은 상업적으론 시원찮았지만 평론가들로부터는 꽤나 괜찮은 평가를 받았고, 빌보드 차트 83위에 오르는 소소한 이변을 거두기도 한다. 이후 밴드는 'Mott the Hoople'이라는 밴드의 투어 오프닝 밴드를 맡게 되"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/1971-1974: 초기/Queen II,2.2.2.,Queen II,역사/1971-1974: 초기,"이듬해 1974년, 밴드는 2집Queen II를 발매하게 되는데, 이미 꽤나 이름을 알린 그들은 이 앨범에서 첫 히트곡 'Seven Seas of Rhye'를 배출하게 되었고, 앨범 차트에서도 작은 성과를 내는 등 상업적으로는 분전했지만,(#fn-17; 사실 멤버들은 실패했다고 생각했었다고.)음악적으로는 ""글램 록의 찌꺼기(...)다"", ""여기서 퀸이 더 "
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/1971-1974: 초기/Sheer Heart Attack,2.2.3.,Sheer Heart Attack,역사/1971-1974: 초기,"1974년 발매한 3집Sheer Heart Attack은 발매 후 상업적인 성공을 거두며 승승장구하기 시작했다. 하지만 3집 투어가 성황리에 끝난 뒤, 소속사 트라이던트와의 갈등이 심각해지는데, 그들과 맺은 계약은 애초에 문제가 많았다. 대표적으로 퀸의 음반 판권에 관한 일체의 권리를 트라이던트에 넘긴다는 내용. 이 때문에 밴드는 음반 판매량과는 관계없이 "
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/1975-1978: 전성기,2.3.,1975-1978: 전성기,역사,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/1975-1978: 전성기/A Night at the Opera,2.3.1.,A Night at the Opera,역사/1975-1978: 전성기,"그리고 이듬해 1975년, 퀸은 4집A Night at the Opera를 발매했고(#fn-19; 이 앨범은 2018년 영국의 여론조사 업체 원폴(Onepoll)이 영국인 대상 무작위 2,000명에게 실시한 '자기 인생에 가장 영향을 준 앨범' 설문조사에서 7위에 뽑히기도 했다. 참고로 1위는 마이클 잭슨의 Thriller.), 앨범의 리드싱글로 6분에 달"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/1975-1978: 전성기/A Day at the Races,2.3.2.,A Day at the Races,역사/1975-1978: 전성기,"이듬해 1976년, 퀸은 5집A Day at the Races를 발매하는데, 프레디 머큐리 작곡의Somebody to Love가 히트하며 전작의 성공이 단순한 행운이 아니었음을 입증하게 된다.(#fn-22; 이외에도 브라이언 메이 작곡의 Tie Your Mother Down, 프레디 머큐리 작곡의 Good Old-Fashioned Lover Boy를 싱글로"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/1975-1978: 전성기/News of the World,2.3.3.,News of the World,역사/1975-1978: 전성기,"1977년, 6집News of the World를 발매하고We Will Rock You와We Are the Champions(#fn-24; 사실 이 두 곡은 당시 평론가들로부터 좋은 평가를 얻지는 못했지만 현재는 퀸이라는 밴드를 아예 모르는 일반인들까지 아~ 이 노래~ 하면서 아는 곡이다. 특히 We Are the Champions은 대부분 제목까지 다 알"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/1975-1978: 전성기/Jazz,2.3.4.,Jazz,역사/1975-1978: 전성기,"이후 1978년의 7집 앨범Jazz는 이전의 앨범들에 비해서는 직선적이면서도 대중적인 곡들로 채워져 있었는데, 이에 대한 평단의 반응은 여전히 냉정했으며, 앨범 판매량이 1/3로 감소하는 등 상업적인 성과도 이전에 비해 시원찮았다. 하지만 밴드는 영국을 포함한 유럽, 남미, 일본 등에서 여전히 많은 인기를 누렸으며, 이 앨범에서 프레디 작곡의Don't St"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/1980-1984: 과도기,2.4.,1980-1984: 과도기,역사,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,"역사//역사/1980-1984: 과도기/The Game, Flash Gordon",2.4.1.,"The Game, Flash Gordon",역사/1980-1984: 과도기,"1980년, 밴드는 8번째 정규 앨범The Game을 발매하는데, 처음으로신디사이저를 도입하고 팝-펑크(funk)지향적인 사운드로 변화를 꾀한 앨범이었다. 그 결과 앨범이 빌보드 차트 1위에 등극하고, 최초로 남미에서 투어를 한 메이저 밴드가 되는 등 인기의 정점을 맞이한다. 싱글Another One Bites the Dust(#fn-26; 해당 문서에도 "
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/1980-1984: 과도기/Hot Space,2.4.2.,Hot Space,역사/1980-1984: 과도기,"그 후 같은 1980년 9번째 정규 앨범으로서 SF 영화 <플래시 고든>의 OST 앨범Flash Gordon을 발매한 이후 퀸은 펑키한 'Another One Bites the Dust'가 가져온 성공에 고무되어 82년 10번째 정규 앨범으로 디스코풍이 매우 강한 앨범Hot Space를 발매하는데, 너무나도 급작스런 변화와 퀸 특유의 사운드의 부재는 팬들마"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/1980-1984: 과도기/The Works,2.4.3.,The Works,역사/1980-1984: 과도기,"10번째 정규 앨범인Hot Space이후 2년간 활동을 쉰 밴드는 1984년, 11번째 정규 앨범The Works를 발매했다. 전작의 처절한 실패와는 달리 앨범은 UK 앨범 차트 2위에 올랐고, 싱글Radio Ga Ga(#fn-33; 여담으로, 레이디 가가(Lady Gaga)가 이 곡에서 자신의 예명을 따왔다.)가 19개국에서 1위를 차지하며 퀸의 80년대"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/1985-1988: 후기,2.5.,1985-1988: 후기,역사,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/1985-1988: 후기/두 번째 전성기에 기여한 라이브 에이드,2.5.1.,두 번째 전성기에 기여한 라이브 에이드,역사/1985-1988: 후기,"1985년 7월 13일 펼쳐진라이브 에이드(#fn-35; 1985년 아프리카 난민을 위한 모금 운동의 일환으로 런던과 필라델피아에서 하루에 걸쳐 동시에 벌어진 콘서트였다. 당시 세계적으로 유명했던 많은 밴드와 가수들이 등장해서 각각 10~20분씩을 배정받아 연주하였고 전세계로 실황 중계 되었다.)에서 퀸, 특히 프레디 머큐리는 할당된 20여분간 무대를 휘어"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/1985-1988: 후기/A Kind of Magic,2.5.2.,A Kind of Magic,역사/1985-1988: 후기,"이는 86년 12번째 정규 앨범인A Kind of Magic의 발매와 함께 전 유럽에 걸쳐 열린 매직 투어로 이어졌다. 이 투어에서만 라이브 앨범이 세 장 나왔고(#fn-38; Live Magic, Live At Wembley '86, Hungarian Rhapsody)7월 11일, 12일의 웸블리 공연 2회를 포함해전 공연이 매진을 기록했다. ,86년 7"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/1985-1988: 후기/마지막 라이브,2.5.3.,마지막 라이브,역사/1985-1988: 후기,"퀸 완전체의 라이브 공연은 12만 명의 관객(#fn-39; 비공식적으로 20만 명이라고도 한다. 그로 인해 당시 영국에서는 최악의 교통체증이 일었다고 하며 멤버들은 헬기로 이동했다.)이 운집한 영국넵워스 파크에서 끝을 맺게 된다.(#fn-40; 이 기념비적인 마지막 공연은 웸블리 공연과 마찬가지로 비디오로 촬영하려 했는데, 나중에 알고보니 필름조차 넣지 않"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/1989-1991: 말기,2.6.,1989-1991: 말기,역사,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,"역사//역사/1989-1991: 말기/The Miracle, Innuendo",2.6.1.,"The Miracle, Innuendo",역사/1989-1991: 말기,"3년 뒤인 1989년, 밴드는 13번째 정규 앨범The Miracle을 발매하게 된다. 이 시기는 퀸의 멤버들에게 있어 굉장히 힘든 시기였는데, 프레디는 위에서 언급한 에이즈에 걸렸다는 소문으로, 브라이언은 스캔들 관련으로 곤혹을 치르고 있었다. 그럼에도 앨범은 매우 성공했고, 그들의 80년대 앨범 중 음악성에서는 가장 높은 평가를 받게 되었다.(#fn-4"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/1992-2004: 추모의 시기,2.7.,1992-2004: 추모의 시기,역사,1992년 '프레디 머큐리 추모 콘서트'가 성황리에 열렸다. 공연장은 당연히 런던 웸블리. 당시 전 세계 음악계에서 가장 잘 나가던 사람들이 총출동하여 퀸의 대표곡을 연주하였다. 몇 명만 나열해 보아도 <보헤미안 랩소디>를 부른엘튼 존(#fn-47; 빨간색 재킷 & 가죽바지를 입고 나왔다.)(#fn-48; The Show Must Go On도 불렀다.)과U
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/1992-2004: 추모의 시기/Made in Heaven,2.7.1.,Made in Heaven,역사/1992-2004: 추모의 시기,"이후 퀸의 나머지 멤버들이 프레디의 마지막 순간의 녹음들을 완성시키기 위해 작업한 앨범 Made in Heaven이 1995년 발매되어 영국차트 1위에 오른 9번째 퀸 앨범이 되었으며, 후에 Queen Rocks라는 컴필레이션 앨범에서 머큐리를 제외한 브라이언과 로저가 부른 No One But You(Only The Good Die Young)라는 곡을 발"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/2005-: 부활,2.8.,2005-: 부활,역사,해당 섹션에 대한 설명이 없거나 하위 문서로 대체됩니다.
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/2005-: 부활/+ Paul Rodgers (The Cosmos Rocks),2.8.1.,+ Paul Rodgers (The Cosmos Rocks),역사/2005-: 부활,"이후 브라이언 메이와 로저 테일러는 음악계에 남아 여러 게스트들과 협력하여 계속해서 퀸 활동을 이어나갔다. 뮤지컬 'We Will Rock You'를 제작하기도 했고, 프리, 배드 컴퍼니의 보컬로 활약 했던 폴 로저스와 함께 퀸+폴 로저스란 이름으로 The Cosmos Rocks 앨범을 발매하고, 투어를 하기도 했다. 이후 2011년에는 오랜 소속사였던 E"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/2005-: 부활/+ Adam Lambert (2012-),2.8.2.,+ Adam Lambert (2012-),역사/2005-: 부활,2012년 브라이언과 로저는 아메리칸 아이돌이 낳은 초고음역대의 슈퍼스타아담 램버트와 투어를 시작했다.2012년 런던 올림픽폐막식에서 제시 J와 협연하였다.2014년 슈퍼소닉 페스티벌에 내한하여 8월 14일에 공연을 펼쳤다. 2014년 5월에 브라이언 메이가 또다른 베스트 앨범 <Queen Forever>의 발매를 예고했다. 2014년 9월에 새 라이브 앨
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/2005-: 부활/내한,2.8.3.,내한,역사/2005-: 부활,마침내 한국 내한 공연이 확정 되었다.# 
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/2005-: 부활/Face It Alone,2.8.4.,Face It Alone,역사/2005-: 부활,다음 문서로 대체 설명: https://namu.wiki/w/Face%20It%20Alone
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//역사/2005-: 부활/이후,2.8.5.,이후,역사/2005-: 부활,"2024년 5월 29일,소니 뮤직 엔터테인먼트가 퀸의 음악 저작권 카탈로그 입찰에 10억 파운드(약 1조 7,000억 원)(#fn-56; 이는 음악 역사상 가장 비싼 음악 카탈로그 판매이다. 이전의 가장 비싼 거래는 브루스 스프링스틴의 6억 달러(약 8,200억 원)이다.)를 제안했다.##퀸의 카탈로그를 얻기 위해 경쟁하던 '퍼 히츠'는 9억 달러 (약 1"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//스타일의 변화,3.,스타일의 변화,,다음 문서로 대체 설명: https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC/%EC%8A%A4%ED%83%80%EC%9D%BC
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%EC%97%AD%EC%82%AC,1,5.,역사,역사//FOOTNOTES,EOD.,FOOTNOTES,,"[1] 사실 그는 그냥 보컬이었으나 드러머와 기타리스트, 보컬밖에 없던 터라 어쩔 수 없이 베이스를 잡게 되었다고 한다. 그래서인지 이후에는 베이스를 잡지 않고, 보컬과 기타를 겸업한다.[2] 1948년생. 음악가로서는 이후 묻혀졌다. 결국, 1973년 25살에 음악을 그만두고 애니메이터, 컴퓨터 디자이너 등등 여러 직업으로 살아갔다.2001년에 거의 30"
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%ED%8F%89%EA%B0%80%EC%99%80%20%EC%98%81%ED%96%A5%EB%A0%A5,1,6.,평가와 영향력,평가와 영향력//개요,1.,개요,,영국의 록 밴드 퀸에 대한 평가와 이들의 음악적 영향력에 대해 서술한 문서이다.
https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C),https://namu.wiki/w/%ED%80%B8(%EB%B0%B4%EB%93%9C)/%ED%8F%89%EA%B0%80%EC%99%80%20%EC%98%81%ED%96%A5%EB%A0%A5,1,6.,평가와 영향력,평가와 영향력//장르,2.,장르,,"우리의 음악적 뿌리는로큰롤이다.(#fn-1; 퀸의 블루스 성향의 곡인 Now I'm Here에 대해 인터뷰할 때 나온 발언으로, 원문을 그대로 해석하면 “우리의 음악적 뿌리가 로큰롤임을 보여주는 곡이다” 라는 발언이었다. 로큰롤이 블루스의 파생작임을 고려하면, 결국 퀸의 음악적 뿌리도 1970년대의 수많은 록 밴드들처럼 블루스임을 알 수 있다.) 프레디 머"
